SourceID,uri,SourceAgency,SourceDataset,SourceFeatureURL,FeatureType,Latitude,Longitude,ReachCode,Measure,GNIS_NAME,ReachSMDate,AddressDate,Catchment,HU,OnNetwork,HydroAddressID,GNIS_NAME,GNIS_ID,SnapTolerance,SnapDistance,InSnapTolerance,QCTolerance,InQCTolerance,QCApproved,NHDPv2ReachCode,NHDPv2Measure,ObjectId,x,y
MI00060,https://geoconnex.us/iow/demo/MI00060,,,,,43.02,-83.69,4080204000096,40.51925,Flint River,3/3/12 0:00,3/1/22 1:28,0,,1,890ceb9d-e69f-4ffe-b23b-6faec58ca306,Flint River,,250,25.7645,1,250,1,1,4.0802E+12,0,609,-83.68982728,43.01988736
MI00064,https://geoconnex.us/iow/demo/MI00064,,,,,43.11992,-83.4933,4080204000112,97.52291,Flint River,3/3/12 0:00,3/1/22 1:28,0,,1,c0d314c8-625c-4adf-a1ea-c132642558a3,Flint River,,250,1.6186,1,250,1,1,4.0802E+12,0,610,-83.49330626,43.11993
MI00557,https://geoconnex.us/iow/demo/MI00557,,,,,42.2144,-83.4408,4100013000881,15.55515,Huron River,10/10/19 16:15,3/1/22 1:28,0,,1,fc0a9581-2d0d-47e3-8f5c-87d4644c55fc,Huron River,,250,2.22547,1,250,1,1,4.09001E+12,0,611,-83.44081659,42.21439173
MI00265,https://geoconnex.us/iow/demo/MI00265,,,,,42.66167,-83.45167,4100013001257,36.61948,Huron River,10/10/19 16:21,3/1/22 1:28,0,,1,9d35798e-802f-4623-b222-3f6e2da4a477,Huron River,,250,85.5342,1,250,1,1,4.09001E+12,0,612,-83.45228127,42.66200578
MI00594,https://geoconnex.us/iow/demo/MI00594,,,,,41.91053,-84.03753,4100002000155,98.97495,Wolf Creek,3/17/12 0:00,3/1/22 1:28,0,,1,0c373a5f-47d4-420d-8080-ae5ec23a303c,Wolf Creek,,250,1.94447,1,250,1,1,4.1E+12,0,613,-84.03753186,41.91051914
MI00413,https://geoconnex.us/iow/demo/MI00413,,,,,41.72,-84.575,4100003000413,4.300181,,7/7/14 13:00,3/1/22 1:28,0,,1,fa6736ec-ddb7-443a-828b-8933493043a7,,,250,131.415,1,250,1,1,4.1E+12,0,614,-84.57496553,41.72088077
OH00225,https://geoconnex.us/iow/demo/OH00225,,,,,41.23472,-82.64861,4100012000064,90.97225,East Branch Huron River,3/17/12 0:00,3/1/22 1:28,0,,1,23affabf-3223-421c-8b21-db813e8a3f29,East Branch Huron River,,250,104.549,1,250,1,1,4.10001E+12,0,615,-82.64775098,41.2344386
OH00755,https://geoconnex.us/iow/demo/OH00755,,,,,41.50361,-81.09389,4110002006071,5.52512,East Branch Cuyahoga River,3/17/12 0:00,3/1/22 1:28,0,,1,80bf3fd7-a59a-4bb9-9def-a4e7f47ce9c0,East Branch Cuyahoga River,,250,15.8808,1,250,1,1,4.11E+12,0,616,-81.09403127,41.5036044
OH00665,https://geoconnex.us/iow/demo/OH00665,,,,,41.05778,-81.38055,4110002006159,73.26656,,3/17/12 0:00,3/1/22 1:28,0,,1,195137cf-3a3c-4f36-8e20-299c72d68d24,,,250,37.629,1,250,1,1,4.11E+12,0,617,-81.38089264,41.05775872
OH00401,https://geoconnex.us/iow/demo/OH00401,,,,,41.67978,-80.87997,4110004000028,78.12371,Grand River,3/17/12 0:00,3/1/22 1:28,0,,1,6e5d18f6-e76f-48db-9265-0c16566acf23,Grand River,,250,0.0162652,1,250,1,1,4.11E+12,0,618,-80.87997303,41.67978411
NY00704,https://geoconnex.us/iow/demo/NY00704,,,,,42.48083,-78.7,4120102000054,43.8485,Cattaraugus Creek,3/17/12 0:00,3/1/22 1:28,0,,1,a266698e-e0b9-4695-aa2e-d0e03e29181a,Cattaraugus Creek,,250,5.99297,1,250,1,1,4.1201E+12,0,619,-78.70005323,42.48082737
NY10427,https://geoconnex.us/iow/demo/NY10427,,,,,43.19,-78.38611,4130001000156,3.055463,Oak Orchard Creek,9/9/15 11:07,3/1/22 1:28,0,,1,21fb0b3b-7ddc-4082-bd87-73162bf3d9df,Oak Orchard Creek,,250,34.7478,1,250,1,1,4.13E+12,0,620,-78.38608177,43.18977343
NY00485,https://geoconnex.us/iow/demo/NY00485,,,,,43.32667,-78.24,4130001001185,99.33363,Oak Orchard Creek,3/17/12 0:00,3/1/22 1:28,0,,1,8bd5fded-8abe-4275-99f8-a89bdaa5c5e8,Oak Orchard Creek,,250,48.9639,1,250,1,1,4.13E+12,0,621,-78.23962774,43.3268371
NY00869,https://geoconnex.us/iow/demo/NY00869,,,,,42.71528,-78.01,4130002000012,51.88162,Silver Lake Outlet,3/17/12 0:00,3/1/22 1:28,0,,1,c98fed31-6dec-4300-bf59-28bf256193e8,Silver Lake Outlet,,250,13.4435,1,250,1,1,4.13E+12,0,622,-78.01003187,42.71536337
NY00792,https://geoconnex.us/iow/demo/NY00792,,,,,43.15694,-76.33361,4140201000005,9.16883,Seneca River,6/20/13 15:50,3/1/22 1:28,0,,1,160b9e1c-0b4b-4071-b190-39a35a346090,Seneca River,,250,14.3488,1,250,1,1,4.1402E+12,0,623,-76.33362574,43.15685102
NY00955,https://geoconnex.us/iow/demo/NY00955,,,,,43.06222,-76.9975,4140201000050,18.88486,Erie Canal,3/15/12 0:00,3/1/22 1:28,0,,1,da2adbf8-f4d0-459c-b5b5-b9e3f5106be5,Erie Canal,,250,16.755,1,250,1,1,4.1402E+12,0,624,-76.99743318,43.06232075
NY01213,https://geoconnex.us/iow/demo/NY01213,,,,,43.06389,-77.25056,4140201000103,8.28825,Ganargua Creek,3/15/12 0:00,3/1/22 1:28,0,,1,652bb94a-3170-44f3-a172-1240901a576f,Ganargua Creek,,250,76.8637,1,250,1,1,4.1402E+12,0,625,-77.24986685,43.06392498
NY11910,https://geoconnex.us/iow/demo/NY11910,,,,,43.055,-75.87167,4140202000062,37.50024,Chittenango Creek,3/17/12 0:00,3/1/22 1:28,0,,1,99a8ed8f-7266-45a0-966e-401f3afd221a,Chittenango Creek,,250,197.414,1,250,1,1,4.1402E+12,0,626,-75.87060792,43.05603954
NY00773,https://geoconnex.us/iow/demo/NY00773,,,,,43.2281,-76.3013,4140203000017,26.87682,Oswego River,3/17/12 0:00,3/1/22 1:28,0,,1,28d897be-9aa3-4075-b7fe-9dd23301943c,Oswego River,,250,77.1431,1,250,1,1,4.1402E+12,7.40008,627,-76.30178287,43.22773783
NY00891,https://geoconnex.us/iow/demo/NY00891,,,,,43.45278,-76.50694,4140203000132,11.1934,Oswego River,6/20/13 16:22,3/1/22 1:28,0,,1,45afabef-3c63-42fa-9437-add030061c72,Oswego River,,250,29.1281,1,250,1,1,4.1402E+12,0,628,-76.50718744,43.45270733
NY00398,https://geoconnex.us/iow/demo/NY00398,,,,,43.4468,-76.5015,4140203000132,17.04284,Oswego River,6/20/13 16:22,3/1/22 1:28,0,,1,9a80baee-0208-4944-8fe6-05bd7e0be2ce,Oswego River,,250,19.8885,1,250,1,1,4.1402E+12,0,629,-76.50138079,43.44689661
NY00561,https://geoconnex.us/iow/demo/NY00561,,,,,43.455,-75.14833,4140301018426,33.14038,Little Woodhull Creek,10/16/19 10:02,3/1/22 1:28,0,,1,9c74f6d6-0b3f-44e0-8a17-06fd019d57cd,Little Woodhull Creek,,250,177.637,1,250,1,1,4.1501E+12,0,630,-75.14901682,43.45604672
NY00306,https://geoconnex.us/iow/demo/NY00306,,,,,43.9018,-75.1948,4150101002956,0,Beaver River,,,,,0,,Beaver River,,0,0,0,0,0,0,4.1501E+12,0,631,-75.1948,43.9018
NY01595,https://geoconnex.us/iow/demo/NY01595,,,,,44.09417,-75.95834,4150102000358,0,PERCH RIVER,,,,,0,,PERCH RIVER,,0,0,0,0,0,0,4.1501E+12,0,632,-75.95833333,44.09416667
NY00200,https://geoconnex.us/iow/demo/NY00200,,,,,44.6367,-74.8426,4290006000338,92.88065,West Branch Saint Regis River,10/28/19 13:57,3/1/22 1:28,0,,1,369c9033-8b20-4392-aff2-64edecfa4bef,West Branch Saint Regis River,,250,20.2417,1,250,1,1,4.15031E+12,0,633,-74.8424801,44.63679728
MN00094,https://geoconnex.us/iow/demo/MN00094,,,,,47.37208,-92.57602,4010201000108,72.08585,Saint Louis River,3/3/12 0:00,3/1/22 1:28,0,,1,8848a36a-2048-4748-bf37-cc125d268470,Saint Louis River,,250,2.89843,1,250,1,1,4.0102E+12,0,634,-92.57600565,47.37209471
MI00196,https://geoconnex.us/iow/demo/MI00196,,,,,46.5392,-90.3745,4010302003000,97.25993,Montreal River,3/3/12 0:00,3/1/22 1:28,0,,1,9082147c-3a53-445d-9346-1c89c94002d3,Montreal River,,250,10.4394,1,250,1,1,4.0103E+12,0,635,-90.37447265,46.5391383
WI00273,https://geoconnex.us/iow/demo/WI00273,,,,,44.09468,-87.70473,4030101002325,92.87943,Manitowoc River,4/15/19 16:41,3/1/22 1:28,0,,1,47f7ac3d-e38d-4c82-89d4-084e52427c7e,Manitowoc River,,250,0.0179218,1,250,1,1,4.0301E+12,0,636,-87.7047282,44.09468061
MI00172,https://geoconnex.us/iow/demo/MI00172,,,,,46.1312,-88.2252,4030107000010,73.8159,Michigamme River,3/3/12 0:00,3/1/22 1:28,0,,1,b7eda2e2-b6f0-4bae-bdab-709bdcaa7b45,Michigamme River,,250,7.49244,1,250,1,1,4.03011E+12,23.86765,637,-88.22521344,46.1312457
MI00612,https://geoconnex.us/iow/demo/MI00612,,,,,46.41333,-87.64667,4030110000028,100,Schweitzer Creek,3/3/12 0:00,3/1/22 1:28,0,,1,d9aa5c5c-99c2-4cde-b9e0-4199834a647c,Schweitzer Creek,,250,173.91,1,250,1,1,4.03011E+12,0,638,-87.64579331,46.41422639
WI00800,https://geoconnex.us/iow/demo/WI00800,,,,,44.83588,-88.62575,4030202000114,25.4904,WOLF,,,,,0,,WOLF,,0,0,0,0,0,0,4.0302E+12,25.4904,639,-88.625745,44.8358815
WI00867,https://geoconnex.us/iow/demo/WI00867,,,,,44.44831,-88.0638,4030204000019,17.60172,Fox River,3/15/12 0:00,3/1/22 1:28,0,,1,e875275e-1111-4995-a58d-78f8e9b43da4,Fox River,,250,112.372,1,250,1,1,4.0302E+12,0,640,-88.06466622,44.44794128
WI00851,https://geoconnex.us/iow/demo/WI00851,,,,,44.25333,-88.41167,4030204000300,91.47762,,3/15/12 0:00,3/1/22 1:28,0,,1,61bc1109-ce6a-4645-8263-ff3a73ef4043,,,250,61.9325,1,250,1,1,4.0302E+12,77.27054,641,-88.41173018,44.25293409
WI00926,https://geoconnex.us/iow/demo/WI00926,,,,,43.10201,-87.91218,4040003000003,86.49028,Milwaukee River,3/15/12 0:00,3/1/22 1:28,0,,1,54183f47-5110-414d-8554-37dd4e7c0016,Milwaukee River,,250,102.941,1,250,1,1,4.04E+12,0,642,-87.91274885,43.10147653
WI00078,https://geoconnex.us/iow/demo/WI00078,,,,,43.05797,-87.89471,4040003000003,34.19662,Milwaukee River,3/15/12 0:00,3/1/22 1:28,0,,1,b4c44f3e-ae97-4874-ace5-ecb1be454180,Milwaukee River,,250,0.00574865,1,250,1,1,4.04E+12,0,643,-87.89470805,43.05796708
WI00168,https://geoconnex.us/iow/demo/WI00168,,,,,43.30152,-87.98869,4040003000105,9.034796,Cedar Creek,3/15/12 0:00,3/1/22 1:28,0,,1,d25261c2-ebc4-4579-9763-a2bddde8bb4f,Cedar Creek,,250,0.14464,1,250,1,1,4.04E+12,0,644,-87.98869088,43.3015193
MI00187,https://geoconnex.us/iow/demo/MI00187,,,,,41.80554,-85.74994,4050001016710,99.94686,Saint Joseph River,3/15/12 0:00,3/1/22 1:28,0,,1,d4556ec2-1ed0-49c6-a3ad-a286e955ed92,Saint Joseph River,,250,6.99598,1,250,1,1,4.05E+12,69.48858,645,-85.74999734,41.80555409
MI01144,https://geoconnex.us/iow/demo/MI01144,,,,,42.33157,-85.15311,4050003004636,41.73583,Battle Creek,3/3/12 0:00,3/1/22 1:28,0,,1,70dade4e-83e2-4e03-a93c-b245198c6e1b,Battle Creek,,250,3.97825,1,250,1,1,4.05E+12,0,646,-85.15314095,42.33155875
MI00540,https://geoconnex.us/iow/demo/MI00540,,,,,42.7457,-84.55001,4050004002973,75.46061,Grand River,3/16/12 0:00,3/1/22 1:28,0,,1,11177b72-5eb4-4222-9340-11b57a79cdde,Grand River,,250,12.2245,1,250,1,1,4.05E+12,0,647,-84.54991704,42.74573383
MI00503,https://geoconnex.us/iow/demo/MI00503,,,,,42.81099,-85.48384,4050007000007,22.51664,Thornapple River,3/15/12 0:00,3/1/22 1:28,0,,1,5ab36378-f3ca-42ed-b94e-ea4c41083836,Thornapple River,,250,19.6389,1,250,1,1,4.05001E+12,10.59674,648,-85.48401825,42.81099667
MI00229,https://geoconnex.us/iow/demo/MI00229,,,,,44.21667,-85.9,4060103000036,9.367812,Pine River,3/3/12 0:00,3/1/22 1:28,0,,1,0a2ae99d-bdb7-4129-a224-beb97dca49f7,Pine River,,250,112.825,1,250,1,1,4.0601E+12,0,649,-85.90101188,44.21670801
MI02602,https://geoconnex.us/iow/demo/MI02602,,,,,44.65944,-84.71472,4070007000575,70.32494,Au Sable River,3/3/12 0:00,3/1/22 1:28,0,,1,41ffc51e-dfca-45a2-b7af-7065fb49cc61,Au Sable River,,250,84.6974,1,250,1,1,4.07001E+12,0,650,-84.71546343,44.65932227
MI00394,https://geoconnex.us/iow/demo/MI00394,,,,,42.31317,-83.23248,4090004000015,8.026356,River Rouge,11/25/19 9:45,3/1/22 1:28,0,,1,ce6eb022-46b1-49dd-843b-8999951c669b,River Rouge,,250,3.08665,1,250,1,1,4.09E+12,0,651,-83.23250025,42.31315953
IN00810,https://geoconnex.us/iow/demo/IN00810,,,,,41.08244,-85.11589,4100005000630,27.63029,Maumee River,5/23/14 8:54,3/1/22 1:28,0,,1,14bd26b6-0bee-4ab0-ac71-a0ac6b08c39e,Maumee River,,250,1.80741,1,250,1,1,4.10001E+12,0,652,-85.11587244,41.08244047
OH00488,https://geoconnex.us/iow/demo/OH00488,,,,,41.20139,-81.45444,4110002000584,98.55621,Powers Brook,3/17/12 0:00,3/1/22 1:28,0,,1,f047abe2-8574-4685-94ef-f188a0338783,Powers Brook,,250,1.01959,1,250,1,1,4.11E+12,0,653,-81.45445356,41.20138954
NY00690,https://geoconnex.us/iow/demo/NY00690,,,,,43.16071,-77.61306,4130003000001,67.47802,Genesee River,1/14/20 10:13,3/1/22 1:28,0,,1,81ff0615-23de-49a4-a00b-7dfe22fc0ab8,Genesee River,,250,4.45562,1,250,1,1,4.13E+12,55.04808,654,-77.61310181,43.16069986
NY00683,https://geoconnex.us/iow/demo/NY00683,,,,,43.1522,-77.6094,4130003000001,72.80758,Genesee River,1/14/20 10:13,3/1/22 1:28,0,,1,2a452e8f-d9f1-46c5-9eb2-78a70ba8916e,Genesee River,,250,7.49784,1,250,1,1,4.13E+12,55.04808,655,-77.60933265,43.15219978
NY00484,https://geoconnex.us/iow/demo/NY00484,,,,,43.1763,-77.6282,4130003000001,54.89345,Genesee River,1/14/20 10:13,3/1/22 1:28,0,,1,262c1cd0-48fe-45e6-948c-a6f8693728ec,Genesee River,,250,46.093,1,250,1,1,4.13E+12,55.04808,656,-77.62789295,43.17609742
NY11430,https://geoconnex.us/iow/demo/NY11430,,,,,42.93306,-76.58639,4140201000380,61.87728,Owasco River,6/21/13 10:47,3/1/22 1:28,0,,1,e132b4dd-e384-4273-a12f-36c238541a9a,Owasco River,,250,26.9095,1,250,1,1,4.1402E+12,0,657,-76.58614778,42.93306828
NY00416,https://geoconnex.us/iow/demo/NY00416,,,,,42.9475,-76.73583,4140201011908,4.009875,Seneca River,3/15/12 0:00,3/1/22 1:28,0,,1,8593ed22-95b8-4f3d-9c12-428843980f15,Seneca River,,250,156.253,1,250,1,1,4.1402E+12,95.78655,658,-76.73444787,42.94733513
NY00954,https://geoconnex.us/iow/demo/NY00954,,,,,43.05972,-76.83806,4140201007201,0.7462128,Clyde River,3/15/12 0:00,3/1/22 1:28,0,,1,54bf7fbc-2536-4d00-acf6-113708ad711b,Clyde River,,250,3.16169,1,250,1,1,4.1402E+12,17.22787,659,-76.8380293,43.05973012
NY00688,https://geoconnex.us/iow/demo/NY00688,,,,,43.03639,-76.18222,4140201010844,69.63718,,4/1/16 11:50,3/1/22 1:28,0,,1,238deba3-7861-486d-9456-0ab96b68e5cc,,,250,5.5295,1,250,1,1,4.1402E+12,0,660,-76.18222628,43.03642507
NY11736,https://geoconnex.us/iow/demo/NY11736,,,,,43.01194,-76.01278,4140202004399,69.95673,,3/17/12 0:00,3/1/22 1:28,0,,1,16868828-48a4-44bc-b38d-f8bf5149acfc,,,250,21.9649,1,250,1,1,4.1402E+12,0,661,-76.01290853,43.01205249
NY13001,https://geoconnex.us/iow/demo/NY13001,,,,,44.9092,-74.0871,4300201000418,92.14142,Chateaugay River,11/18/19 12:08,3/1/22 1:28,0,,1,a8d38e90-55ab-4dea-b3a3-60898e3f33e8,Chateaugay River,,250,50.3131,1,250,1,1,4.15031E+12,0,662,-74.08665035,44.90916764
MI00980,https://geoconnex.us/iow/demo/MI00980,,,,,42.71819,-84.65185,4050004001077,100,Carrier Creek,3/16/12 0:00,3/1/22 1:28,0,,1,508b1281-950b-4de9-a208-ee30b23029c3,Carrier Creek,,250,185.262,1,250,1,1,4.05E+12,0,663,-84.65288578,42.71914887
OH00792,https://geoconnex.us/iow/demo/OH00792,,,,,41.51833,-84.29333,4100006000026,0,BRUSH CREEK - OFFSTREAM,,,,,0,,BRUSH CREEK - OFFSTREAM,,0,0,0,0,0,0,4.10001E+12,0,664,-84.29333333,41.51833333
NY00295,https://geoconnex.us/iow/demo/NY00295,,,,,43.9817,-75.6204,4140301017737,71.56799,Black River,10/16/19 9:42,3/1/22 1:28,0,,1,f447d5b8-44fa-4947-8083-3303b7f3117f,Black River,,250,120.246,1,250,1,1,4.1501E+12,49.57478,665,-75.61941148,43.98201335
WI01065,https://geoconnex.us/iow/demo/WI01065,,,,,43.73158,-87.81245,4030101002690,76.009,Sheboygan River,3/15/12 0:00,3/1/22 1:28,0,,1,f6bd5a02-2cea-4422-80e2-979d9304298e,Sheboygan River,,250,0.000485339,1,250,1,1,4.0301E+12,0,666,-87.8124445,43.7315743
WI00205,https://geoconnex.us/iow/demo/WI00205,,,,,44.7745,-88.6206,4030202000110,36.97005,Wolf River,3/3/12 0:00,3/1/22 1:28,0,,1,e6d66926-463f-4bac-9980-16bcc89bd5e4,Wolf River,,250,35.7178,1,250,1,1,4.0302E+12,0,667,-88.62028238,44.77446773
WI00312,https://geoconnex.us/iow/demo/WI00312,,,,,43.58839,-88.02025,4040003000033,72.58525,North Branch Milwaukee River,3/15/12 0:00,3/1/22 1:28,0,,1,c3f28f77-ba24-44ae-9104-c73127dc3004,North Branch Milwaukee River,,250,0.0110838,1,250,1,1,4.04E+12,0,668,-88.02024571,43.58839347
IN03010,https://geoconnex.us/iow/demo/IN03010,,,,,41.69336,-85.96575,4050001000044,15.84664,Saint Joseph River,4/26/15 14:22,3/1/22 1:28,0,,1,39e21ad2-e1ae-4f99-9afa-6277697f89c3,Saint Joseph River,,250,1.65611,1,250,1,1,4.05E+12,0,669,-85.96575741,41.69336402
MI00395,https://geoconnex.us/iow/demo/MI00395,,,,,41.9409,-85.625,4050001016686,96.174,Saint Joseph River,3/15/12 0:00,3/1/22 1:28,0,,1,d1dd7d50-8807-4173-aa28-cb51d7d426dc,Saint Joseph River,,250,32.2508,1,250,1,1,4.05E+12,0,670,-85.62492938,41.940691
MI01135,https://geoconnex.us/iow/demo/MI01135,,,,,42.08833,-84.98666,4050001008783,1.031397,Saint Joseph River,3/15/12 0:00,3/1/22 1:28,0,,1,da511393-1b1b-4ebe-826a-f851965070ac,Saint Joseph River,,250,10.1328,1,250,1,1,4.05E+12,0,671,-84.98667566,42.08826611
MI02020,https://geoconnex.us/iow/demo/MI02020,,,,,42.21833,-85.895,4050001000597,99.93048,South Branch Paw Paw River,3/15/12 0:00,3/1/22 1:28,0,,1,e223f953-69aa-406b-96e0-2625c658e814,South Branch Paw Paw River,,250,104.109,1,250,1,1,4.05E+12,0,672,-85.89588276,42.21810461
MI00619,https://geoconnex.us/iow/demo/MI00619,,,,,42.465,-85.7496,4050003000026,76.52633,Kalamazoo River,3/3/12 0:00,3/1/22 1:28,0,,1,3e210247-799b-46dd-944d-79090a7f67b3,Kalamazoo River,,250,14.1521,1,250,1,1,4.05E+12,0,673,-85.74968645,42.46493124
MI00027,https://geoconnex.us/iow/demo/MI00027,,,,,42.262,-84.953,4050003000077,31.3168,Kalamazoo River,3/3/12 0:00,3/1/22 1:28,0,,1,40d7cbb7-ad6f-4df4-9811-62a38b75904d,Kalamazoo River,,250,64.3563,1,250,1,1,4.05E+12,0,674,-84.95285049,42.2624133
MI00981,https://geoconnex.us/iow/demo/MI00981,,,,,42.71882,-84.65341,4050004001077,100,Carrier Creek,3/16/12 0:00,3/1/22 1:28,0,,1,92c7e1fc-e9e8-4cec-ace8-11fa1c442ff6,Carrier Creek,,250,76.7499,1,250,1,1,4.05E+12,0,675,-84.65288578,42.71914887
MI00509,https://geoconnex.us/iow/demo/MI00509,,,,,42.98145,-84.95018,4050004001173,21.53265,Grand River,3/4/14 10:58,3/1/22 1:28,0,,1,ef7a3210-9ea2-40b0-82be-0652a9ee610c,Grand River,,250,2.94363,1,250,1,1,4.05E+12,0,676,-84.95015041,42.98144529
MI00051,https://geoconnex.us/iow/demo/MI00051,,,,,42.509,-84.6551,4050004002138,95.41219,Grand River,3/16/12 0:00,3/1/22 1:28,0,,1,f78c6868-cf5f-4848-ae27-2cdc4bac1fe2,Grand River,,250,8.88175,1,250,1,1,4.05E+12,0,677,-84.65502055,42.50900541
MI00102,https://geoconnex.us/iow/demo/MI00102,,,,,43.02104,-85.0236,4050006000092,3.625119,Prairie Creek,3/3/12 0:00,3/1/22 1:28,0,,1,1aab2e7e-02e1-4ae1-ad44-b7241b0aeea2,Prairie Creek,,250,15.1078,1,250,1,1,4.05001E+12,0,678,-85.02346574,43.02101975
MI00100,https://geoconnex.us/iow/demo/MI00100,,,,,43.06,-85.25,4050006000105,8.263875,Flat River,3/3/12 0:00,3/1/22 1:28,0,,1,31ae141d-9624-4012-ab37-644f5610cd9e,Flat River,,250,160.461,1,250,1,1,4.05001E+12,0,679,-85.25103618,43.06073213
MI00543,https://geoconnex.us/iow/demo/MI00543,,,,,42.71122,-85.46561,4050007001701,75.83657,Thornapple River,3/15/12 0:00,3/1/22 1:28,0,,1,9ebe06a1-3c85-4f9c-93cc-9aab900bd678,Thornapple River,,250,5.12732,1,250,1,1,4.05001E+12,0,680,-85.46564861,42.71121115
MI02673,https://geoconnex.us/iow/demo/MI02673,,,,,43.89739,-85.84218,4060101000208,53.64941,Baldwin River,3/3/12 0:00,3/1/22 1:28,0,,1,2f249759-43f7-4bb5-a5d0-270f27092dab,Baldwin River,,250,17.4381,1,250,1,1,4.0601E+12,0,681,-85.84202968,43.89742431
MI00561,https://geoconnex.us/iow/demo/MI00561,,,,,42.271,-83.6713,4100013000311,34.40306,Huron River,10/10/19 16:06,3/1/22 1:28,0,,1,cc330c3b-7a31-4888-9d13-cbe565bc4cb5,Huron River,,250,30.4137,1,250,1,1,4.09001E+12,0,682,-83.67129937,42.27079783
MI00121,https://geoconnex.us/iow/demo/MI00121,,,,,42.10938,-84.24561,4100002001687,96.39616,River Raisin,3/17/12 0:00,3/1/22 1:28,0,,1,39256eb4-1e72-4200-bb65-330717f09164,River Raisin,,250,0.964968,1,250,1,1,4.1E+12,0,683,-84.24561366,42.10938436
OH00758,https://geoconnex.us/iow/demo/OH00758,,,,,41.00834,-83.56555,4100008001167,46.86348,,3/17/12 0:00,3/1/22 1:28,0,,1,038da111-989b-485a-971a-8da823dd9519,,,250,175.804,1,250,1,1,4.10001E+12,0,684,-83.56643563,41.00734377
OH00112,https://geoconnex.us/iow/demo/OH00112,,,,,41.275,-82.17834,4110001000039,0,OFFSTREAM,,,,,0,,OFFSTREAM,,0,0,0,0,0,0,4.11E+12,0,685,-82.17833333,41.275
OH02712,https://geoconnex.us/iow/demo/OH02712,,,,,41.45611,-82.11528,4110001002782,62.33331,,3/17/12 0:00,3/1/22 1:29,0,,1,df611635-cc49-407c-bb89-749991a6b3c8,,,250,22.3655,1,250,1,1,4.11E+12,0,686,-82.11547766,41.45612636
NY00820,https://geoconnex.us/iow/demo/NY00820,,,,,42.22333,-78.03167,4130002000226,74.37531,Genesee River,3/17/12 0:00,3/1/22 1:28,0,,1,609a2176-0fd4-4f8a-98be-28532f2e0537,Genesee River,,250,108.401,1,250,1,1,4.13E+12,0,687,-78.03098151,42.22384574
NY00422,https://geoconnex.us/iow/demo/NY00422,,,,,43.33833,-75.58167,4140202000120,59.14629,East Branch Fish Creek,3/17/12 0:00,3/1/22 1:28,0,,1,d4c0f0c8-a0d7-490a-97e2-7196c2719d67,East Branch Fish Creek,,250,142.928,1,250,1,1,4.1402E+12,0,688,-75.58121105,43.33746027
NY00895,https://geoconnex.us/iow/demo/NY00895,,,,,43.49306,-75.27556,4140301018850,68.97793,Black River,10/16/19 10:13,3/1/22 1:28,0,,1,4e32f8ec-6302-4989-b68d-223e7f48f1cb,Black River,,250,15.564,1,250,1,1,4.1501E+12,0,689,-75.27541679,43.49306792
NY00308,https://geoconnex.us/iow/demo/NY00308,,,,,43.4233,-75.20732,4140301019355,59.23221,Black River,10/16/19 10:26,3/1/22 1:28,0,,1,f69f1f06-a712-45bb-8937-255b7c577996,Black River,,250,3.3511,1,250,1,1,4.1501E+12,0,690,-75.20731008,43.42332275
NY00314,https://geoconnex.us/iow/demo/NY00314,,,,,43.87833,-75.16,4140301017453,14.57322,Beaver River,10/16/19 9:33,3/1/22 1:29,0,,1,41211ad8-f079-497b-9bb4-15a844f980cc,Beaver River,,250,69.7854,1,250,1,1,4.1501E+12,0,691,-75.16052447,43.87858086
NY01540,https://geoconnex.us/iow/demo/NY01540,,,,,43.09611,-77.57111,4140101002305,30.02466,Erie Canal,3/27/20 13:56,3/1/22 1:29,0,,1,ddb519b9-44b9-4be9-9d58-3ccdbdab42bc,Erie Canal,,250,55.7203,1,250,1,1,4.13E+12,0,692,-77.57089609,43.09644117
PA00900,https://geoconnex.us/iow/demo/PA00900,,,,,41.36833,-80.08611,5010003000161,99.92326,Sandy Creek,3/3/12 0:00,3/1/22 1:29,0,,1,a3b97de3-bdf9-4bd4-aa25-4fb720655434,Sandy Creek,,250,5.39379,1,250,1,1,5.01E+12,0,693,-80.08606666,41.36834781
PA00514,https://geoconnex.us/iow/demo/PA00514,,,,,41.1919,-79.4336,5010005000011,32.29763,Clarion River,3/3/12 0:00,3/1/22 1:29,0,,1,c26c76f1-e16c-4fad-b3db-23beb2f1a16f,Clarion River,,250,14.0112,1,250,1,1,5.01001E+12,0,694,-79.43368537,41.1918304
PA00422,https://geoconnex.us/iow/demo/PA00422,,,,,41.17,-79.07306,5010006000437,99.51756,North Fork Redbank Creek,3/26/12 0:00,3/1/22 1:29,0,,1,6f60ee5a-922d-4ab7-b7ea-099a08abe664,North Fork Redbank Creek,,250,28.9737,1,250,1,1,5.01001E+12,0,695,-79.07280643,41.16994329
WV03336,https://geoconnex.us/iow/demo/WV03336,,,,,39.26889,-80.35639,5020002000082,48.77621,West Fork River,3/26/12 0:00,3/1/22 1:29,0,,1,cd7a1d0e-4444-491c-b656-2d699c2764c6,West Fork River,,250,1.77445,1,250,1,1,5.02E+12,0,696,-80.3563738,39.26888603
